-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 
526 56 320 81 572 224 294 256 590 405 295 441 477 229 373 238 501 320 346 354 487 425 378 473 
528 56 322 69 575 230 294 253 591 406 295 441 477 287 371 286 516 443 338 362 491 599 362 539 
530 56 324 61 576 231 299 247 591 406 297 433 481 312 372 314 514 510 348 500 491 669 365 644 
531 56 325 58 576 229 299 245 592 405 298 433 482 320 371 323 514 529 370 537 491 689 374 688 
531 56 327 58 575 228 299 246 593 403 299 431 485 317 374 320 510 540 379 541 490 693 380 689 
531 56 329 55 574 228 299 246 593 402 299 428 485 321 374 324 504 552 373 545 490 715 373 702 
531 56 331 52 573 228 299 240 592 402 300 428 486 336 373 329 502 561 370 554 490 734 373 717 
531 55 332 53 572 230 299 241 592 403 300 427 489 340 374 340 504 569 369 563 494 735 372 722 
531 54 332 52 573 231 299 244 592 404 300 427 489 337 374 340 504 577 366 570 498 744 357 731 
531 54 332 51 573 230 299 243 592 403 300 428 493 342 374 343 507 577 370 573 499 743 362 735 
531 53 332 50 573 230 298 243 592 403 300 428 494 338 374 345 509 577 370 578 504 750 363 749 
533 53 332 49 574 231 298 242 593 403 301 428 496 342 374 349 509 593 375 588 505 767 377 760 
533 52 332 50 576 230 298 242 594 404 301 429 500 353 377 361 513 605 377 597 511 776 376 772 
533 51 332 49 576 231 300 242 594 404 301 430 501 357 378 366 514 616 382 604 518 788 380 785 
533 51 332 49 576 232 300 242 595 404 302 430 502 361 377 368 514 619 380 605 519 786 380 784 
533 51 332 49 575 233 299 243 598 404 298 436 502 369 377 375 514 628 380 619 523 807 380 800 
533 53 332 49 575 235 299 238 620 392 277 421 502 372 375 376 514 631 378 618 521 812 372 806 
533 53 333 48 574 230 299 218 665 322 246 336 502 372 373 372 510 617 371 607 520 788 368 786 
534 53 333 50 576 232 297 218 684 294 264 305 504 373 376 372 509 608 369 608 521 785 361 785 
534 53 334 51 577 232 296 219 664 287 309 300 507 379 379 382 510 611 369 612 522 779 362 786 
536 53 335 52 572 232 301 230 661 286 334 295 508 380 381 381 511 607 372 614 526 775 363 791 
536 54 335 54 574 240 302 233 677 257 325 258 509 387 382 389 513 617 374 624 529 787 363 806 
537 54 336 54 574 241 302 235 682 257 321 263 509 388 382 387 514 620 369 633 535 796 358 818 
539 54 339 54 576 241 301 241 692 257 287 265 510 394 382 389 515 629 373 636 537 805 359 825 
542 54 339 54 576 241 302 237 696 256 288 265 512 395 382 391 516 632 373 636 540 809 359 824 
543 54 339 54 577 241 307 236 686 250 294 255 513 392 381 389 518 631 373 632 544 802 359 818 
543 55 342 54 582 243 313 239 681 247 342 270 518 395 389 393 520 628 388 629 542 789 374 817 
545 55 343 51 582 242 312 244 679 254 331 273 517 396 388 395 521 637 387 643 543 824 367 836 
546 55 344 51 583 241 312 237 683 259 322 276 517 396 389 394 521 633 387 639 544 815 368 829 
547 54 347 49 584 240 311 227 686 259 314 265 515 395 388 394 521 629 382 639 543 810 368 825 
549 57 348 54 582 243 310 239 662 296 330 298 505 407 381 405 520 644 379 650 538 823 368 838 
554 69 354 63 579 247 307 246 647 327 331 340 497 409 373 408 518 640 379 647 533 821 375 833 
559 89 354 83 576 271 305 263 643 350 331 373 492 424 367 426 510 641 375 654 526 820 383 837 
563 128 353 130 570 314 299 308 645 379 331 398 493 458 368 464 509 659 379 658 518 845 402 856 
566 149 352 146 569 340 294 332 651 387 326 390 493 477 366 478 509 678 379 683 514 903 396 925 
567 159 349 159 568 347 292 357 656 383 319 385 494 481 365 482 509 682 379 687 508 883 393 913 
567 171 347 167 568 355 294 355 676 374 290 380 495 491 365 488 521 692 382 697 520 906 397 930 
566 173 344 176 568 359 307 380 683 370 281 385 495 493 364 493 537 698 382 698 529 945 396 955 
